Month,Store,Metric,Amount
Jan 2023,DCH,Gross Sales,19.24
Jan 2023,HAA,Gross Sales,18.95
Jan 2023,SCH,Gross Sales,32.34
Jan 2023,LTP,Gross Sales,16.74
Jan 2023,FSM,Gross Sales,22.25
Jan 2023,GSM,Gross Sales,14.83
Jan 2023,PPM,Gross Sales,18.74
Jan 2023,FLM,Gross Sales,21.99
Jan 2023,FDN,Gross Sales,32.59
Jan 2023,DTK,Gross Sales,24.61
Jan 2023,EGL,GST,0.32
Jan 2023,ITPL,GST,0.86
Jan 2023,RMZ,GST,0.35
Jan 2023,KOR,GST,0.32
Jan 2023,DIV,GST,0.35
Jan 2023,IND,GST,0.46
Jan 2023,BAG,GST,0.14
Jan 2023,DLF,GST,0.0
Jan 2023,MAN,GST,0.48
Jan 2023,MTP,GST,0.37
Jan 2023,ETV,GST,0.0
Jan 2023,VIR,GST,0.76
Jan 2023,ARK,GST,0.32
Jan 2023,SIG,GST,0.28
Jan 2023,HSR,GST,0.46
Jan 2023,CVR,GST,0.5
Jan 2023,SJP,GST,0.0
Jan 2023,ORW,GST,0.67
Jan 2023,EST,GST,0.22
Jan 2023,ORE,GST,0.0
Jan 2023,AUR,GST,0.0
Jan 2023,JPN,GST,0.45
Jan 2023,JPC,GST,0.0
Jan 2023,PTP,GST,0.0
Jan 2023,SEC,GST,0.0
Jan 2023,SYH,GST,0.26
Jan 2023,ETF,GST,0.78
Jan 2023,GSC,GST,0.34
Jan 2023,PRI,GST,0.0
Jan 2023,ECN,GST,0.53
Jan 2023,RGA,GST,0.09
Jan 2023,MIL,GST,0.0
Jan 2023,KCK,GST,0.0
Jan 2023,BVG,GST,0.25
Jan 2023,CLA,GST,0.02
Jan 2023,IBC,GST,0.22
Jan 2023,VBP,GST,0.32
Jan 2023,ADM,GST,0.25
Jan 2023,SFC,GST,0.0
Jan 2023,SCK,GST,0.01
Jan 2023,SES,GST,0.0
Jan 2023,JIG,GST,0.18
Jan 2023,GCN,GST,0.19
Jan 2023,ANN,GST,0.27
Jan 2023,SKO,GST,0.38
Jan 2023,IHY,GST,1.02
Jan 2023,DCH,GST,0.92
Jan 2023,HAA,GST,0.9
Jan 2023,SCH,GST,0.78
Jan 2023,LTP,GST,0.29
Jan 2023,FSM,GST,0.66
Jan 2023,GSM,GST,0.23
Jan 2023,PPM,GST,0.3
Jan 2023,FLM,GST,0.21
Jan 2023,FDN,GST,0.46
Jan 2023,DTK,GST,0.35
Jan 2023,EGL,Net Sales,6.41
Jan 2023,ITPL,Net Sales,49.06
Jan 2023,RMZ,Net Sales,6.91
Jan 2023,KOR,Net Sales,27.76
Jan 2023,DIV,Net Sales,21.65
Jan 2023,IND,Net Sales,39.93
Jan 2023,BAG,Net Sales,2.73
Jan 2023,MAN,Net Sales,16.27
Jan 2023,MTP,Net Sales,7.48
Jan 2023,VIR,Net Sales,32.89
Jan 2023,ARK,Net Sales,30.56
Jan 2023,SIG,Net Sales,18.99
Jan 2023,HSR,Net Sales,45.64
Jan 2023,CVR,Net Sales,9.91
Jan 2023,ORW,Net Sales,23.04
Jan 2023,EST,Net Sales,20.84
Jan 2023,JPN,Net Sales,31.52
Jan 2023,SYH,Net Sales,24.87
Jan 2023,ETF,Net Sales,15.7
Jan 2023,GSC,Net Sales,6.78
Jan 2023,ECN,Net Sales,24.95
Jan 2023,RGA,Net Sales,12.62
Jan 2023,KCK,Net Sales,24.71
Jan 2023,BVG,Net Sales,17.85
Jan 2023,CLA,Net Sales,19.87
Jan 2023,IBC,Net Sales,4.34
Jan 2023,VBP,Net Sales,27.59
Jan 2023,ADM,Net Sales,39.29
Jan 2023,SFC,Net Sales,24.25
Jan 2023,SCK,Net Sales,24.56
Jan 2023,SES,Net Sales,12.55
Jan 2023,JIG,Net Sales,19.07
Jan 2023,GCN,Net Sales,13.88
Jan 2023,ANN,Net Sales,16.2
Jan 2023,SKO,Net Sales,22.73
Jan 2023,IHY,Net Sales,30.51
Jan 2023,DCH,Net Sales,18.33
Jan 2023,HAA,Net Sales,18.05
Jan 2023,SCH,Net Sales,31.56
Jan 2023,LTP,Net Sales,16.45
Jan 2023,FSM,Net Sales,21.59
Jan 2023,GSM,Net Sales,14.6
Jan 2023,PPM,Net Sales,18.44
Jan 2023,FLM,Net Sales,21.78
Jan 2023,FDN,Net Sales,32.13
Jan 2023,DTK,Net Sales,24.26
Jan 2023,EGL,COGS (food +packaging),2.11
Jan 2023,ITPL,COGS (food +packaging),19.99
Jan 2023,RMZ,COGS (food +packaging),2.47
Jan 2023,KOR,COGS (food +packaging),10.54
Jan 2023,INB,COGS (food +packaging),0.0
Jan 2023,DIV,COGS (food +packaging),8.25
Jan 2023,IND,COGS (food +packaging),15.3
Jan 2023,BAG,COGS (food +packaging),1.03
Jan 2023,DLF,COGS (food +packaging),0.0
Jan 2023,MAN,COGS (food +packaging),6.18
Jan 2023,MTP,COGS (food +packaging),2.49
Jan 2023,ETV,COGS (food +packaging),0.0
Jan 2023,VIR,COGS (food +packaging),13.03
Jan 2023,ARK,COGS (food +packaging),11.21
Jan 2023,SIG,COGS (food +packaging),6.89
Jan 2023,HSR,COGS (food +packaging),16.82
Jan 2023,CVR,COGS (food +packaging),3.39
Jan 2023,SJP,COGS (food +packaging),0.0
Jan 2023,ORW,COGS (food +packaging),8.64
Jan 2023,EST,COGS (food +packaging),7.8
Jan 2023,ORE,COGS (food +packaging),0.0
Jan 2023,AUR,COGS (food +packaging),0.0
Jan 2023,JPN,COGS (food +packaging),12.08
Jan 2023,JPC,COGS (food +packaging),0.0
Jan 2023,PTP,COGS (food +packaging),0.0
Jan 2023,SEC,COGS (food +packaging),0.0
Jan 2023,SYH,COGS (food +packaging),9.97
Jan 2023,ETF,COGS (food +packaging),4.6
Jan 2023,GSC,COGS (food +packaging),2.81
Jan 2023,PRI,COGS (food +packaging),0.0
Jan 2023,ECN,COGS (food +packaging),8.92
Jan 2023,RGA,COGS (food +packaging),4.6
Jan 2023,MIL,COGS (food +packaging),0.0
Jan 2023,KCK,COGS (food +packaging),9.56
Jan 2023,BVG,COGS (food +packaging),6.76
Jan 2023,CLA,COGS (food +packaging),7.65
Jan 2023,IBC,COGS (food +packaging),1.65
Jan 2023,VBP,COGS (food +packaging),10.3
Jan 2023,ADM,COGS (food +packaging),14.5
Jan 2023,SFC,COGS (food +packaging),8.98
Jan 2023,SCK,COGS (food +packaging),9.63
Jan 2023,SES,COGS (food +packaging),5.02
Jan 2023,JIG,COGS (food +packaging),7.49
Jan 2023,GCN,COGS (food +packaging),5.68
Jan 2023,ANN,COGS (food +packaging),6.37
Jan 2023,SKO,COGS (food +packaging),8.58
Jan 2023,IHY,COGS (food +packaging),11.95
Jan 2023,DCH,COGS (food +packaging),7.02
Jan 2023,HAA,COGS (food +packaging),6.27
Jan 2023,SCH,COGS (food +packaging),11.37
Jan 2023,LTP,COGS (food +packaging),7.24
Jan 2023,FSM,COGS (food +packaging),8.66
Jan 2023,GSM,COGS (food +packaging),5.96
Jan 2023,PPM,COGS (food +packaging),6.97
Jan 2023,FLM,COGS (food +packaging),8.96
Jan 2023,FDN,COGS (food +packaging),11.54
Jan 2023,DTK,COGS (food +packaging),9.36
Jan 2023,EGL,Gross margin,4.3
Jan 2023,ITPL,Gross margin,29.07
Jan 2023,RMZ,Gross margin,4.45
Jan 2023,KOR,Gross margin,17.22
Jan 2023,INB,Gross margin,0.0
Jan 2023,DIV,Gross margin,13.41
Jan 2023,IND,Gross margin,24.62
Jan 2023,BAG,Gross margin,1.69
Jan 2023,DLF,Gross margin,0.0
Jan 2023,MAN,Gross margin,10.09
Jan 2023,MTP,Gross margin,5.0
Jan 2023,ETV,Gross margin,0.0
Jan 2023,VIR,Gross margin,19.86
Jan 2023,ARK,Gross margin,19.36
Jan 2023,SIG,Gross margin,12.1
Jan 2023,HSR,Gross margin,28.82
Jan 2023,CVR,Gross margin,6.52
Jan 2023,SJP,Gross margin,0.0
Jan 2023,ORW,Gross margin,14.41
Jan 2023,EST,Gross margin,13.05
Jan 2023,ORE,Gross margin,0.0
Jan 2023,AUR,Gross margin,0.0
Jan 2023,JPN,Gross margin,19.44
Jan 2023,JPC,Gross margin,0.0
Jan 2023,PTP,Gross margin,0.0
Jan 2023,SEC,Gross margin,0.0
Jan 2023,SYH,Gross margin,14.9
Jan 2023,ETF,Gross margin,11.1
Jan 2023,GSC,Gross margin,3.97
Jan 2023,PRI,Gross margin,0.0
Jan 2023,ECN,Gross margin,16.03
Jan 2023,RGA,Gross margin,8.02
Jan 2023,MIL,Gross margin,0.0
Jan 2023,KCK,Gross margin,15.15
Jan 2023,BVG,Gross margin,11.09
Jan 2023,CLA,Gross margin,12.21
Jan 2023,IBC,Gross margin,2.69
Jan 2023,VBP,Gross margin,17.29
Jan 2023,ADM,Gross margin,24.79
Jan 2023,SFC,Gross margin,15.27
Jan 2023,SCK,Gross margin,14.93
Jan 2023,SES,Gross margin,7.53
Jan 2023,JIG,Gross margin,11.59
Jan 2023,GCN,Gross margin,8.21
Jan 2023,ANN,Gross margin,9.83
Jan 2023,SKO,Gross margin,14.16
Jan 2023,IHY,Gross margin,18.55
Jan 2023,DCH,Gross margin,11.31
Jan 2023,HAA,Gross margin,11.78
Jan 2023,SCH,Gross margin,20.19
Jan 2023,LTP,Gross margin,9.22
Jan 2023,FSM,Gross margin,12.94
Jan 2023,GSM,Gross margin,8.63
Jan 2023,PPM,Gross margin,11.47
Jan 2023,FLM,Gross margin,12.82
Jan 2023,FDN,Gross margin,20.59
Jan 2023,DTK,Gross margin,14.9
Jan 2023,EGL,store Labor Cost,1.78
Jan 2023,ITPL,store Labor Cost,4.53
Jan 2023,RMZ,store Labor Cost,1.9
Jan 2023,KOR,store Labor Cost,2.68
Jan 2023,INB,store Labor Cost,0.0
Jan 2023,DIV,store Labor Cost,2.85
Jan 2023,IND,store Labor Cost,4.3
Jan 2023,BAG,store Labor Cost,1.38
Jan 2023,DLF,store Labor Cost,0.0
Jan 2023,MAN,store Labor Cost,2.58
Jan 2023,MTP,store Labor Cost,1.63
Jan 2023,ETV,store Labor Cost,0.0
Jan 2023,VIR,store Labor Cost,2.98
Jan 2023,ARK,store Labor Cost,2.94
Jan 2023,SIG,store Labor Cost,2.52
Jan 2023,HSR,store Labor Cost,3.55
Jan 2023,CVR,store Labor Cost,2.03
Jan 2023,SJP,store Labor Cost,0.0
Jan 2023,ORW,store Labor Cost,3.09
Jan 2023,EST,store Labor Cost,2.18
Jan 2023,ORE,store Labor Cost,0.0
Jan 2023,AUR,store Labor Cost,0.0
Jan 2023,JPN,store Labor Cost,3.02
Jan 2023,JPC,store Labor Cost,0.0
Jan 2023,PTP,store Labor Cost,0.0
Jan 2023,SEC,store Labor Cost,0.0
Jan 2023,SYH,store Labor Cost,3.1
Jan 2023,ETF,store Labor Cost,1.93
Jan 2023,GSC,store Labor Cost,2.2
Jan 2023,PRI,store Labor Cost,0.0
Jan 2023,ECN,store Labor Cost,2.88
Jan 2023,RGA,store Labor Cost,1.61
Jan 2023,MIL,store Labor Cost,0.0
Jan 2023,KCK,store Labor Cost,2.88
Jan 2023,BVG,store Labor Cost,2.52
Jan 2023,CLA,store Labor Cost,2.85
Jan 2023,IBC,store Labor Cost,1.25
Jan 2023,VBP,store Labor Cost,2.79
Jan 2023,ADM,store Labor Cost,4.27
Jan 2023,SFC,store Labor Cost,2.92
Jan 2023,SCK,store Labor Cost,2.47
Jan 2023,SES,store Labor Cost,1.93
Jan 2023,JIG,store Labor Cost,3.06
Jan 2023,GCN,store Labor Cost,2.88
Jan 2023,ANN,store Labor Cost,2.34
Jan 2023,SKO,store Labor Cost,3.17
Jan 2023,IHY,store Labor Cost,3.22
Jan 2023,DCH,store Labor Cost,2.0
Jan 2023,HAA,store Labor Cost,3.29
Jan 2023,SCH,store Labor Cost,3.91
Jan 2023,LTP,store Labor Cost,2.8
Jan 2023,FSM,store Labor Cost,3.21
Jan 2023,GSM,store Labor Cost,2.17
Jan 2023,PPM,store Labor Cost,2.53
Jan 2023,FLM,store Labor Cost,3.22
Jan 2023,FDN,store Labor Cost,3.99
Jan 2023,DTK,store Labor Cost,3.58
Jan 2023,EGL,Utility Cost,0.41
Jan 2023,ITPL,Utility Cost,1.37
Jan 2023,RMZ,Utility Cost,0.33
Jan 2023,KOR,Utility Cost,1.24
Jan 2023,INB,Utility Cost,0.0
Jan 2023,DIV,Utility Cost,1.49
Jan 2023,IND,Utility Cost,1.59
Jan 2023,BAG,Utility Cost,0.35
Jan 2023,DLF,Utility Cost,0.0
Jan 2023,MAN,Utility Cost,0.58
Jan 2023,MTP,Utility Cost,0.45
Jan 2023,ETV,Utility Cost,0.0
Jan 2023,VIR,Utility Cost,1.03
Jan 2023,ARK,Utility Cost,1.68
Jan 2023,SIG,Utility Cost,1.15
Jan 2023,HSR,Utility Cost,1.65
Jan 2023,CVR,Utility Cost,0.95
Jan 2023,SJP,Utility Cost,0.0
Jan 2023,ORW,Utility Cost,1.2
Jan 2023,EST,Utility Cost,1.4
Jan 2023,ORE,Utility Cost,0.0
Jan 2023,AUR,Utility Cost,0.0
Jan 2023,JPN,Utility Cost,1.74
Jan 2023,JPC,Utility Cost,0.0
Jan 2023,PTP,Utility Cost,0.0
Jan 2023,SEC,Utility Cost,0.0
Jan 2023,SYH,Utility Cost,1.39
Jan 2023,ETF,Utility Cost,0.64
Jan 2023,GSC,Utility Cost,0.0
Jan 2023,PRI,Utility Cost,0.0
Jan 2023,ECN,Utility Cost,0.83
Jan 2023,RGA,Utility Cost,0.76
Jan 2023,MIL,Utility Cost,0.0
Jan 2023,KCK,Utility Cost,1.09
Jan 2023,BVG,Utility Cost,1.07
Jan 2023,CLA,Utility Cost,0.97
Jan 2023,IBC,Utility Cost,0.58
Jan 2023,VBP,Utility Cost,0.81
Jan 2023,ADM,Utility Cost,0.99
Jan 2023,SFC,Utility Cost,0.91
Jan 2023,SCK,Utility Cost,1.09
Jan 2023,SES,Utility Cost,0.63
Jan 2023,JIG,Utility Cost,1.22
Jan 2023,GCN,Utility Cost,1.02
Jan 2023,ANN,Utility Cost,0.97
Jan 2023,SKO,Utility Cost,1.27
Jan 2023,IHY,Utility Cost,1.01
Jan 2023,DCH,Utility Cost,0.0
Jan 2023,HAA,Utility Cost,1.07
Jan 2023,SCH,Utility Cost,0.96
Jan 2023,LTP,Utility Cost,1.51
Jan 2023,FSM,Utility Cost,0.77
Jan 2023,GSM,Utility Cost,0.61
Jan 2023,PPM,Utility Cost,0.79
Jan 2023,FLM,Utility Cost,1.21
Jan 2023,FDN,Utility Cost,1.1
Jan 2023,DTK,Utility Cost,0.9
Jan 2023,EGL,Rent,0.91
Jan 2023,ITPL,Rent,4.6
Jan 2023,RMZ,Rent,0.0
Jan 2023,KOR,Rent,1.3
Jan 2023,DIV,Rent,1.02
Jan 2023,IND,Rent,1.39
Jan 2023,BAG,Rent,0.32
Jan 2023,MAN,Rent,2.13
Jan 2023,MTP,Rent,1.06
Jan 2023,VIR,Rent,1.0
Jan 2023,ARK,Rent,1.36
Jan 2023,SIG,Rent,1.71
Jan 2023,HSR,Rent,1.94
Jan 2023,CVR,Rent,1.0
Jan 2023,ORW,Rent,4.12
Jan 2023,EST,Rent,1.5
Jan 2023,JPN,Rent,3.19
Jan 2023,SYH,Rent,2.06
Jan 2023,ETF,Rent,2.22
Jan 2023,ECN,Rent,2.64
Jan 2023,RGA,Rent,0.35
Jan 2023,KCK,Rent,0.37
Jan 2023,BVG,Rent,1.34
Jan 2023,CLA,Rent,0.33
Jan 2023,IBC,Rent,0.73
Jan 2023,VBP,Rent,2.67
Jan 2023,ADM,Rent,3.03
Jan 2023,SFC,Rent,0.43
Jan 2023,SCK,Rent,0.4
Jan 2023,SES,Rent,0.3
Jan 2023,JIG,Rent,1.45
Jan 2023,GCN,Rent,1.84
Jan 2023,ANN,Rent,1.79
Jan 2023,SKO,Rent,2.12
Jan 2023,IHY,Rent,4.63
Jan 2023,DCH,Rent,0.0
Jan 2023,HAA,Rent,6.31
Jan 2023,SCH,Rent,3.72
Jan 2023,LTP,Rent,1.55
Jan 2023,FSM,Rent,3.07
Jan 2023,GSM,Rent,0.83
Jan 2023,PPM,Rent,1.51
Jan 2023,FLM,Rent,1.9
Jan 2023,FDN,Rent,2.1
Jan 2023,DTK,Rent,2.13
Jan 2023,ITPL,CAM,0.0
Jan 2023,RMZ,CAM,0.19
Jan 2023,DIV,CAM,0.14
Jan 2023,IND,CAM,0.0
Jan 2023,DLF,CAM,0.0
Jan 2023,MTP,CAM,0.0
Jan 2023,ETV,CAM,0.0
Jan 2023,ARK,CAM,0.0
Jan 2023,SIG,CAM,0.17
Jan 2023,HSR,CAM,0.0
Jan 2023,SJP,CAM,0.0
Jan 2023,ORW,CAM,1.08
Jan 2023,EST,CAM,0.38
Jan 2023,JPN,CAM,0.0
Jan 2023,PTP,CAM,0.0
Jan 2023,SYH,CAM,0.0
Jan 2023,ETF,CAM,0.0
Jan 2023,ECN,CAM,0.41
Jan 2023,RGA,CAM,0.24
Jan 2023,BVG,CAM,0.12
Jan 2023,VBP,CAM,0.47
Jan 2023,ADM,CAM,0.53
Jan 2023,SFC,CAM,0.05
Jan 2023,JIG,CAM,0.09
Jan 2023,GCN,CAM,0.66
Jan 2023,ANN,CAM,0.86
Jan 2023,SKO,CAM,1.03
Jan 2023,IHY,CAM,0.35
Jan 2023,HAA,CAM,0.64
Jan 2023,SCH,CAM,0.5
Jan 2023,LTP,CAM,0.41
Jan 2023,FSM,CAM,0.52
Jan 2023,GSM,CAM,0.24
Jan 2023,PPM,CAM,0.41
Jan 2023,FDN,CAM,0.28
Jan 2023,DTK,CAM,0.23
Jan 2023,EGL,Aggregator commission,0.0
Jan 2023,ITPL,Aggregator commission,7.21
Jan 2023,RMZ,Aggregator commission,0.0
Jan 2023,KOR,Aggregator commission,4.53
Jan 2023,DIV,Aggregator commission,3.11
Jan 2023,IND,Aggregator commission,6.84
Jan 2023,BAG,Aggregator commission,0.0
Jan 2023,MAN,Aggregator commission,1.45
Jan 2023,MTP,Aggregator commission,0.0
Jan 2023,VIR,Aggregator commission,3.79
Jan 2023,ARK,Aggregator commission,5.19
Jan 2023,SIG,Aggregator commission,2.85
Jan 2023,HSR,Aggregator commission,7.81
Jan 2023,CVR,Aggregator commission,0.0
Jan 2023,SJP,Aggregator commission,0.0
Jan 2023,ORW,Aggregator commission,2.02
Jan 2023,EST,Aggregator commission,3.57
Jan 2023,JPN,Aggregator commission,4.84
Jan 2023,SYH,Aggregator commission,4.47
Jan 2023,ETF,Aggregator commission,0.0
Jan 2023,GSC,Aggregator commission,0.0
Jan 2023,PRI,Aggregator commission,0.0
Jan 2023,ECN,Aggregator commission,3.14
Jan 2023,RGA,Aggregator commission,2.32
Jan 2023,KCK,Aggregator commission,5.37
Jan 2023,BVG,Aggregator commission,2.7
Jan 2023,CLA,Aggregator commission,4.15
Jan 2023,IBC,Aggregator commission,0.0
Jan 2023,VBP,Aggregator commission,4.65
Jan 2023,ADM,Aggregator commission,7.24
Jan 2023,SFC,Aggregator commission,5.2
Jan 2023,SCK,Aggregator commission,4.98
Jan 2023,SES,Aggregator commission,2.58
Jan 2023,JIG,Aggregator commission,3.17
Jan 2023,GCN,Aggregator commission,2.14
Jan 2023,ANN,Aggregator commission,2.33
Jan 2023,SKO,Aggregator commission,3.24
Jan 2023,IHY,Aggregator commission,2.19
Jan 2023,DCH,Aggregator commission,0.0
Jan 2023,HAA,Aggregator commission,0.0
Jan 2023,SCH,Aggregator commission,3.58
Jan 2023,LTP,Aggregator commission,2.34
Jan 2023,FSM,Aggregator commission,1.8
Jan 2023,GSM,Aggregator commission,2.15
Jan 2023,PPM,Aggregator commission,2.69
Jan 2023,FLM,Aggregator commission,3.95
Jan 2023,FDN,Aggregator commission,4.98
Jan 2023,DTK,Aggregator commission,3.72
Jan 2023,EGL,Marketing & advertisement,0.11
Jan 2023,ITPL,Marketing & advertisement,1.08
Jan 2023,RMZ,Marketing & advertisement,0.01
Jan 2023,KOR,Marketing & advertisement,0.62
Jan 2023,DIV,Marketing & advertisement,1.11
Jan 2023,IND,Marketing & advertisement,1.15
Jan 2023,BAG,Marketing & advertisement,0.0
Jan 2023,MAN,Marketing & advertisement,0.5
Jan 2023,MTP,Marketing & advertisement,0.08
Jan 2023,VIR,Marketing & advertisement,1.24
Jan 2023,ARK,Marketing & advertisement,0.67
Jan 2023,SIG,Marketing & advertisement,0.95
Jan 2023,HSR,Marketing & advertisement,1.18
Jan 2023,CVR,Marketing & advertisement,0.1
Jan 2023,ORW,Marketing & advertisement,0.5
Jan 2023,EST,Marketing & advertisement,0.99
Jan 2023,JPN,Marketing & advertisement,1.16
Jan 2023,SYH,Marketing & advertisement,2.0
Jan 2023,ETF,Marketing & advertisement,0.08
Jan 2023,GSC,Marketing & advertisement,0.03
Jan 2023,PRI,Marketing & advertisement,0.0
Jan 2023,ECN,Marketing & advertisement,0.25
Jan 2023,RGA,Marketing & advertisement,0.95
Jan 2023,KCK,Marketing & advertisement,1.67
Jan 2023,BVG,Marketing & advertisement,0.9
Jan 2023,CLA,Marketing & advertisement,1.9
Jan 2023,IBC,Marketing & advertisement,0.07
Jan 2023,VBP,Marketing & advertisement,1.51
Jan 2023,ADM,Marketing & advertisement,0.61
Jan 2023,SFC,Marketing & advertisement,1.66
Jan 2023,SCK,Marketing & advertisement,1.51
Jan 2023,SES,Marketing & advertisement,1.82
Jan 2023,JIG,Marketing & advertisement,2.07
Jan 2023,GCN,Marketing & advertisement,2.21
Jan 2023,ANN,Marketing & advertisement,2.33
Jan 2023,SKO,Marketing & advertisement,2.53
Jan 2023,IHY,Marketing & advertisement,2.35
Jan 2023,DCH,Marketing & advertisement,0.02
Jan 2023,HAA,Marketing & advertisement,0.25
Jan 2023,SCH,Marketing & advertisement,0.22
Jan 2023,LTP,Marketing & advertisement,1.08
Jan 2023,FSM,Marketing & advertisement,0.44
Jan 2023,GSM,Marketing & advertisement,0.9
Jan 2023,PPM,Marketing & advertisement,0.66
Jan 2023,FLM,Marketing & advertisement,1.53
Jan 2023,FDN,Marketing & advertisement,1.21
Jan 2023,DTK,Marketing & advertisement,1.17
Jan 2023,EGL,Other opex expenses,0.61
Jan 2023,ITPL,Other opex expenses,1.72
Jan 2023,RMZ,Other opex expenses,1.0
Jan 2023,KOR,Other opex expenses,1.14
Jan 2023,INB,Other opex expenses,0.0
Jan 2023,DIV,Other opex expenses,1.04
Jan 2023,IND,Other opex expenses,1.9
Jan 2023,BAG,Other opex expenses,0.75
Jan 2023,DLF,Other opex expenses,0.0
Jan 2023,MAN,Other opex expenses,0.7
Jan 2023,MTP,Other opex expenses,0.57
Jan 2023,ETV,Other opex expenses,0.0
Jan 2023,VIR,Other opex expenses,2.42
Jan 2023,ARK,Other opex expenses,1.22
Jan 2023,SIG,Other opex expenses,0.89
Jan 2023,HSR,Other opex expenses,1.97
Jan 2023,CVR,Other opex expenses,0.65
Jan 2023,SJP,Other opex expenses,0.04
Jan 2023,ORW,Other opex expenses,0.76
Jan 2023,EST,Other opex expenses,1.03
Jan 2023,ORE,Other opex expenses,0.0
Jan 2023,AUR,Other opex expenses,0.0
Jan 2023,JPN,Other opex expenses,1.44
Jan 2023,JPC,Other opex expenses,0.0
Jan 2023,PTP,Other opex expenses,0.0
Jan 2023,SEC,Other opex expenses,0.0
Jan 2023,SYH,Other opex expenses,1.25
Jan 2023,ETF,Other opex expenses,0.83
Jan 2023,GSC,Other opex expenses,1.37
Jan 2023,PRI,Other opex expenses,0.02
Jan 2023,ECN,Other opex expenses,0.81
Jan 2023,RGA,Other opex expenses,0.6
Jan 2023,MIL,Other opex expenses,0.0
Jan 2023,KCK,Other opex expenses,0.93
Jan 2023,BVG,Other opex expenses,1.13
Jan 2023,CLA,Other opex expenses,0.92
Jan 2023,IBC,Other opex expenses,0.43
Jan 2023,VBP,Other opex expenses,1.1
Jan 2023,ADM,Other opex expenses,1.46
Jan 2023,SFC,Other opex expenses,1.18
Jan 2023,SCK,Other opex expenses,1.17
Jan 2023,SES,Other opex expenses,1.02
Jan 2023,JIG,Other opex expenses,1.45
Jan 2023,GCN,Other opex expenses,1.19
Jan 2023,ANN,Other opex expenses,1.52
Jan 2023,SKO,Other opex expenses,2.13
Jan 2023,IHY,Other opex expenses,1.52
Jan 2023,DCH,Other opex expenses,2.69
Jan 2023,HAA,Other opex expenses,0.87
Jan 2023,SCH,Other opex expenses,1.23
Jan 2023,LTP,Other opex expenses,0.93
Jan 2023,FSM,Other opex expenses,1.05
Jan 2023,GSM,Other opex expenses,0.83
Jan 2023,PPM,Other opex expenses,0.91
Jan 2023,FLM,Other opex expenses,1.05
Jan 2023,FDN,Other opex expenses,1.64
Jan 2023,DTK,Other opex expenses,1.18
Jan 2023,EGL,Total outlet expenses,3.83
Jan 2023,ITPL,Total outlet expenses,20.51
Jan 2023,RMZ,Total outlet expenses,3.42
Jan 2023,KOR,Total outlet expenses,11.52
Jan 2023,INB,Total outlet expenses,0.0
Jan 2023,DIV,Total outlet expenses,10.76
Jan 2023,IND,Total outlet expenses,17.17
Jan 2023,BAG,Total outlet expenses,2.81
Jan 2023,DLF,Total outlet expenses,0.0
Jan 2023,MAN,Total outlet expenses,7.94
Jan 2023,MTP,Total outlet expenses,3.78
Jan 2023,ETV,Total outlet expenses,0.0
Jan 2023,VIR,Total outlet expenses,12.46
Jan 2023,ARK,Total outlet expenses,13.05
Jan 2023,SIG,Total outlet expenses,10.23
Jan 2023,HSR,Total outlet expenses,18.09
Jan 2023,CVR,Total outlet expenses,4.73
Jan 2023,SJP,Total outlet expenses,0.04
Jan 2023,ORW,Total outlet expenses,12.79
Jan 2023,EST,Total outlet expenses,11.05
Jan 2023,ORE,Total outlet expenses,0.0
Jan 2023,AUR,Total outlet expenses,0.0
Jan 2023,JPN,Total outlet expenses,15.39
Jan 2023,JPC,Total outlet expenses,0.0
Jan 2023,PTP,Total outlet expenses,0.0
Jan 2023,SEC,Total outlet expenses,0.0
Jan 2023,SYH,Total outlet expenses,14.26
Jan 2023,ETF,Total outlet expenses,5.7
Jan 2023,GSC,Total outlet expenses,3.59
Jan 2023,PRI,Total outlet expenses,0.02
Jan 2023,ECN,Total outlet expenses,10.96
Jan 2023,RGA,Total outlet expenses,6.82
Jan 2023,MIL,Total outlet expenses,0.0
Jan 2023,KCK,Total outlet expenses,12.31
Jan 2023,BVG,Total outlet expenses,9.78
Jan 2023,CLA,Total outlet expenses,11.12
Jan 2023,IBC,Total outlet expenses,3.07
Jan 2023,VBP,Total outlet expenses,14.0
Jan 2023,ADM,Total outlet expenses,18.14
Jan 2023,SFC,Total outlet expenses,12.35
Jan 2023,SCK,Total outlet expenses,11.61
Jan 2023,SES,Total outlet expenses,8.27
Jan 2023,JIG,Total outlet expenses,12.51
Jan 2023,GCN,Total outlet expenses,11.94
Jan 2023,ANN,Total outlet expenses,12.14
Jan 2023,SKO,Total outlet expenses,15.48
Jan 2023,IHY,Total outlet expenses,15.27
Jan 2023,DCH,Total outlet expenses,4.71
Jan 2023,HAA,Total outlet expenses,12.43
Jan 2023,SCH,Total outlet expenses,14.11
Jan 2023,LTP,Total outlet expenses,10.63
Jan 2023,FSM,Total outlet expenses,10.86
Jan 2023,GSM,Total outlet expenses,7.74
Jan 2023,PPM,Total outlet expenses,9.5
Jan 2023,FLM,Total outlet expenses,12.85
Jan 2023,FDN,Total outlet expenses,15.3
Jan 2023,DTK,Total outlet expenses,12.91
Jan 2023,EGL,Outlet EBITDA,0.47
Jan 2023,ITPL,Outlet EBITDA,8.56
Jan 2023,RMZ,Outlet EBITDA,1.02
Jan 2023,KOR,Outlet EBITDA,5.71
